imageurl,genre,imdbid,title,imdbrating,released,synopsis,type
"https://m.media-amazon.com/images/M/MV5BZDljNWRiZjMtYzRhOS00ZGJmLTg3MjgtMDQ2YWIwMDhlNDk3XkEyXkFqcGdeQXVyNzA0NTg0Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Comedy",tt6060444,The Paper Tigers,6.3,2020,"Three Kung Fu prodigies have grown into washed-up, middle-aged men, now one kick away from pulling their hamstrings. But when their master is murdered, they must juggle their dead-end jobs, dad duties, and old grudges to avenge his death.",movie
"https://m.media-amazon.com/images/M/MV5BNWYyMzNjY2EtODVmYi00ODBmLWIyNGMtNDdhMGViY2RhNjcxXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Drama, History",tt3833480,The Outpost,6.8,2019,A small team of U.S. soldiers battle against hundreds of Taliban fighters in Afghanistan.,movie
"https://m.media-amazon.com/images/M/MV5BMjA5YzRlYzQtNjQ0OS00OGExLTg4OWUtZWZhNDM2YTQyZjZjXkEyXkFqcGdeQXVyODEwMTc2ODQ@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Crime, Horror",tt9894470,VFW,6.1,2019,A group of war veterans must defend their local VFW post and an innocent teen against a deranged drug dealer and his relentless army of punk mutants.,movie
"https://m.media-amazon.com/images/M/MV5BODY1NjVlOGItNTkzMi00YjBlLTk1MDQtMGRiODM3OWNlNzk4XkEyXkFqcGdeQXVyMTAzNjczNzg1._V1_UY268_CR9,0,182,268_AL_.jpg","Action, Comedy, Crime",tt9816258,Joyland,7.1,2019,Pooda Johnson is celebrating his last weekend on house arrest with a kickback (party) that could jeopardize the very freedom he's celebrating.,movie
"https://m.media-amazon.com/images/M/MV5BNDM3Y2YzZWUtMGQ2Yy00NDQ0LThmMjEtMWE3Mjc4YzcwODZhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY268_CR4,0,182,268_AL_.jpg","Action, Adventure, Animation",tt9760504,NiNoKuni,6.1,2019,"High schooler Yuu and his friend Haru get involved in a case involving his childhood friend Kotona, which forces them to go back and forth between another world that is different but is ...",movie
"https://m.media-amazon.com/images/M/MV5BNmI3MTQ2NjEtMWI1ZC00NDExLWI5MmEtMjJkYjJhMWQxOTEzXkEyXkFqcGdeQXVyNzYzNjg0NDk@._V1_UY268_CR3,0,182,268_AL_.jpg","Action, Adventure, Animation",tt9735672,Eiga Doraemon: Nobita no getsumen tansaki,6.7,2019,"Nobita saw a moon turned yellow last night and told his class about it but they think it's funny. Doraemon gives him the ""History Explorers Club Badge"" and discovers there's life on the moon. Until a new student changed him forever.",movie
"https://m.media-amazon.com/images/M/MV5BODQxMDhiOGEtY2NjMC00N2JhLTkwZTktYmZlYTI3YWM5ZjFmXkEyXkFqcGdeQXVyNDc0Njc1NTY@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Comedy",tt9725236,13rd Sister,7.0,2019,,movie
"https://m.media-amazon.com/images/M/MV5BM2NjNjBjMzEtZmRhYy00OWJmLTkzZDUtOTcwMGEzNjJkYzQ0XkEyXkFqcGdeQXVyMTA0MDMwNDEy._V1_UY268_CR3,0,182,268_AL_.jpg",Action,tt9561782,Vajra Kavachadhara Govinda,6.0,2019,Govind (Sapthagiri) is a petty thief who seems to be down on luck and beaten down by life. What happens when he finds the opportunity to help someone find treasure?,movie
"https://m.media-amazon.com/images/M/MV5BMmRmZDc2OGYtNTNiOC00ZjMxLTg4MzItZWE5ZDk4ZGQwZTEyXkEyXkFqcGdeQXVyNzEyMDQ1MDA@._V1_UY268_CR4,0,182,268_AL_.jpg","Action, Adventure, Animation",tt9501310,Detective Conan: The Fist of Blue Sapphire,6.2,2019,"The world's greatest blue sapphire, the ""blue lapis fist"", said to have sunk in a pirate ship in the late 19th century, on the coasts of Singapore. A local millionaire plots to retrieve it,...",movie
"https://m.media-amazon.com/images/M/MV5BM2MxY2QwYTAtMDM1My00MTc0LWEwZjktMDdjODY2NWJiNDg2XkEyXkFqcGdeQXVyODY3ODQ2MTk@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Adventure, Animation",tt9430698,One Piece: Stampede,7.5,2019,Pirates from around the world gather at the Pirates Expo to join the hunt for Gol D. Roger's lost treasure.,movie
"https://m.media-amazon.com/images/M/MV5BNmQyZTVjMmQtMGRiMC00YzY3LWI0MjctMjRhMjU5OTFmYjEwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR0,0,182,268_AL_.jpg","Action, Adventure, Animation",tt9288776,White Snake,7.0,2019,A love story between a snake spirit and a snake hunter.,movie
"https://m.media-amazon.com/images/M/MV5BOTdjYTIxMzYtY2UyZC00MDM5LWEzZDEtZmQ3ODhmZGZjMDg3XkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_UY268_CR177,0,182,268_AL_.jpg","Action, Drama, War",tt9252468,Mosul,7.1,2019,A police unit from Mosul fight to liberate the Iraqi city from thousands of ISIS militants.,movie
"https://m.media-amazon.com/images/M/MV5BNjk4MzVlM2UtZGM0ZC00M2M1LThkMWEtZjUyN2U2ZTc0NmM5XkEyXkFqcGdeQXVyOTAzMTc2MjA@._V1_UY268_CR16,0,182,268_AL_.jpg","Action, Crime, Drama",tt9243946,El Camino: A Breaking Bad Movie,7.3,2019,"El Camino: A Breaking Bad Movie follows fugitive Jesse Pinkman as he runs from his captors, the law and his past.",movie
"https://m.media-amazon.com/images/M/MV5BODhlOGEwODUtZjJhNy00ODg2LTkxMmYtOGNhNjRmNGVlNWQ3XkEyXkFqcGdeQXVyNTgyMTE0MTA@._V1_UY268_CR3,0,182,268_AL_.jpg",Action,tt9204012,Rescue,6.4,2019,"A religious country, constitutional monarchy. The highest political leader is the prime minister and the religious leader is the king of law. Military power and diplomatic rights are in the...
                    See full synopsis",movie
"https://m.media-amazon.com/images/M/MV5BNmJiNjUzNjAtYmEyYi00MGUyLWFlODEtNmVkMTYyMmRhZmI2XkEyXkFqcGdeQXVyOTE0NDQxMjE@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Crime, Thriller",tt9088882,Londyn & James,7.0,2019,The well known and respected powerhouse (Londyn and James) will stop at nothing to exact revenge on the killer of their childhood friend.,movie
"https://m.media-amazon.com/images/M/MV5BY2I0YjM0NTItZjA0Zi00ZWUwLThjYzQtNmYxN2FiN2VkMzM0XkEyXkFqcGdeQXVyNTUxNTI3MzY@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Drama, War",tt9018916,The Battle of Jangsari,6.1,2019,A depiction of the Battle of Incheon during the Korean War in 1950.,movie
"https://m.media-amazon.com/images/M/MV5BYmI5NTFiY2EtMmIyYy00ZTFlLWEzMDUtYzFmNGFmZDlkOTVhXkEyXkFqcGdeQXVyODE4MDY5Mzk@._V1_UY268_CR9,0,182,268_AL_.jpg","Action, Comedy, Crime",tt9000466,Inner City Rats,6.9,2019,"Black market gun deals, petty scams, convenience store stick-ups, and drug-fueled parties reveal glimpses into the lives of young misfits and low level criminals across New York City.",movie
"https://m.media-amazon.com/images/M/MV5BNmI5Zjc1ODAtNTY4Yi00ZmMxLWFiYTYtNjdjZTczYWEwOWEyXkEyXkFqcGdeQXVyMzEwMDIxNQ@@._V1_UY268_CR12,0,182,268_AL_.jpg","Action, Crime, Drama",tt8932756,Things I Do for Money,6.3,2019,A young Japanese Canadian cellist finds a big bag of money and all the woes that go along with it.,movie
"https://m.media-amazon.com/images/M/MV5BMTc5MGFjYzktOWUxOS00NTA4LWIzMmYtZjczY2EzY2JhYTJhXkEyXkFqcGdeQXVyNDYwOTM3Mjc@._V1_UY268_CR4,0,182,268_AL_.jpg","Action, Drama, Thriller",tt8870574,Redemption,6.0,2019,A young ex-con seeking redemption is surprised by a bank foreclosure that forces him to plot against a ruthless crime boss.,movie
"https://m.media-amazon.com/images/M/MV5BYmZlN2NiNzMtMjdmOS00OGQ3LTkxMTctOTM3MWQ0ZGEyMjM0XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Crime",tt8836988,Avengement,6.5,2019,"After years of assaults on him in prison, Cain escapes for avengement on those responsible.",movie
"https://m.media-amazon.com/images/M/MV5BNDhjZDE2NjQtMmI0Ni00NDcyLTg1ZGItMzFhNmM4NGFiZTkwXkEyXkFqcGdeQXVyMzE3MTI4MTU@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Thriller",tt8803724,The Fearless Two,7.0,2019,"Cody and Kimberly are building a new life together. Samaad has revived the underground fights and wants Cody back to score a big payday, but a shadowy figure has sinister plans for all of them in this sequel to The Fearless One (2017).",movie
"https://m.media-amazon.com/images/M/MV5BYTU1MjIxODMtNzYxOC00YWYyLTk0MGUtM2UyNzZjMjUwMDQyXkEyXkFqcGdeQXVyMzMwMjI2NA@@._V1_UY268_CR9,0,182,268_AL_.jpg","Action, Drama, Thriller",tt8774100,My Stretch of Texas Ground,6.2,2019,A Texas Sheriff must defend his small town from a terror threat.,movie
"https://m.media-amazon.com/images/M/MV5BMTk5ODdkYzQtMDFjYS00YjgwLWI2N2EtZmU1MWRmMzFiNzdjXkEyXkFqcGdeQXVyNDQ0MTYzMDA@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Animation, Fantasy",tt8752474,Justice League vs the Fatal Five,6.4,2019,"The Justice League battles the Fatal Five, (Tharok, Emerald Empress, Validus, Mano and the Persuader). Based on the characters created by Jim Shooter.",movie
"https://m.media-amazon.com/images/M/MV5BYTg4YzEzNDQtZDAxOS00M2YyLTljZWEtNjk4YTc4NDM2NTBhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Thriller",tt8688634,21 Bridges,6.6,2019,An embattled NYPD detective is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy.,movie
"https://m.media-amazon.com/images/M/MV5BOWNmZjk0N2ItOWVmNy00ZmE2LTgxODQtMzNiN2I5Mjk3ZGMzXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_UY268_CR3,0,182,268_AL_.jpg","Action, Crime, Drama",tt8385420,Operation Cicero,6.5,2019,Ilyas Bazna works as a butler in the British Embassy in Turkey during WW2. After Bazna starts to work as a German spy he is going to experience a series of unexpected events.,movie
"https://m.media-amazon.com/images/M/MV5BZDg3ZWM1NjEtZDc4Zi00ZWI1LTljNzEtYzNjZGZlYTU3Zjk2XkEyXkFqcGdeQXVyODY5NzEzNTY@._V1_UY268_CR20,0,182,268_AL_.jpg","Action, Adventure, Documentary",tt8383894,White Rhino,7.7,2019,A professional surf photographer chases down the largest surf ever seen in hopes of capturing a once in a lifetime image. What he receives is much more than that.,movie
"https://m.media-amazon.com/images/M/MV5BMTlkMmVmYjktYTc2NC00ZGZjLWEyOWUtMjc2MDMwMjQwOTA5XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Comedy, Crime",tt8367814,The Gentlemen,7.8,2019,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",movie
"https://m.media-amazon.com/images/M/MV5BZWFiN2I4ZTQtZDA2NC00YzE3LWFhMzgtZWY0MGIzNjdiZmY3XkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Drama, Thriller",tt8342680,The Burnt Orange Heresy,6.1,2019,"Hired to steal a rare painting from one of the most enigmatic painters of all time, an ambitious art dealer becomes consumed by his own greed and insecurity as the operation spins out of control.",movie
"https://m.media-amazon.com/images/M/MV5BNzE2ZjQxNjEtNmI2ZS00ZmU0LTg4M2YtYzVhYmRiYWU0YzI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Thriller",tt8106534,6 Underground,6.1,2019,"Meet a new kind of action hero. Six untraceable agents, totally off the grid. They've buried their pasts so they can change the future.",movie
"https://m.media-amazon.com/images/M/MV5BMDZiNDcxYzItN2JhNy00MjgxLTgyNjMtNzdiOWU1Y2MwODYxXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Drama, History",tt8060774,15 Minutes of War,6.3,2019,"In February 1976 in Djibouti, a school bus was taken hostage at the Somali border. The GIGN is sent on the spot. After 30 hours of tension, a rescue operation is organized.",movie
"https://m.media-amazon.com/images/M/MV5BMjYzNmJjZTktNjEzNS00Y2U2LThlODQtMzYzMjFjYzY1YWI0XkEyXkFqcGdeQXVyMjA5MjY1NjE@._V1_UY268_CR3,0,182,268_AL_.jpg","Action, Thriller",tt8000096,The Man on the Other Side,6.1,2019,"It is 1974, and in the Cold War paranoia of East and West Germany, it can be dangerous to know too much. But time is running out for Sophie Zimmermann. She is being hunted and the only way ...",movie
"https://m.media-amazon.com/images/M/MV5BOTVjMmFiMDUtOWQ4My00YzhmLWE3MzEtODM1NDFjMWEwZTRkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Adventure, Comedy",tt7975244,Jumanji: The Next Level,6.7,2019,"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",movie
"https://m.media-amazon.com/images/M/MV5BOTc4YWE4NDYtZTgzNS00NGM1LWI2M2YtN2Q3YjE3OGJjNGI3XkEyXkFqcGdeQXVyNDk3MzMwMTI@._V1_UY268_CR9,0,182,268_AL_.jpg","Action, Drama, War",tt7858472,Sisters in Arms,6.0,2019,Sisters in Arms is a film of war on women's war.,movie
"https://m.media-amazon.com/images/M/MV5BYzBkMzAyMDUtZTFkZS00OWUyLTgwM2ItNGI3MTQ5NzA3NTVkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Comedy, Horror",tt7798634,Ready or Not,6.8,2019,A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.,movie
"https://m.media-amazon.com/images/M/MV5BOGE1ZjFhYzAtYWM4ZC00NGI1LWFmYzMtZWRhZDhjMjE4YzBjXkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Comedy, Crime",tt7734218,Stuber,6.1,2019,A detective recruits his Uber driver into an unexpected night of adventure.,movie
"https://m.media-amazon.com/images/M/MV5BMTU3Mjk0NDctNzA1My00Y2YxLTg2NWEtMzYxOTAxZGY3NjRjXkEyXkFqcGdeQXVyMjExMjI5NzI@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Crime",tt7654116,Cabezas Encogidas,6.8,2019,A man captures the souls of the dead and sells them to collectors at the black market.,movie
"https://m.media-amazon.com/images/M/MV5BOTVhMzYxNjgtYzYwOC00MGIwLWJmZGEtMjgwMzgxMWUwNmRhXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Adventure, Comedy",tt7547410,Dora and the Lost City of Gold,6.1,2019,"Dora, a teenage explorer, leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.",movie
"https://m.media-amazon.com/images/M/MV5BOWUyYTU4NTQtYWQ2Mi00NzE0LTk0OTMtN2MzNjRkZjFkZTU2XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UY268_CR3,0,182,268_AL_.jpg","Action, Thriller",tt7456310,Anna,6.6,2019,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,movie
"https://m.media-amazon.com/images/M/MV5BNTlmNDMzOWQtYzg4Ny00OWQ0LWFhN2MtNmQ2MDczZGZhNTU5XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY268_CR7,0,182,268_AL_.jpg","Action, Adventure, Thriller",tt7430722,War,6.5,2019,An Indian soldier chases after his mentor who has gone rogue following an unexpected kill.,movie
"https://m.media-amazon.com/images/M/MV5BMmZhZmQ1YjYtMmZkZC00ZTIxLTg5YTctMDczZGJmZTllYjBkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Thriller",tt7390646,Black and Blue,6.4,2019,A rookie New Orleans police officer is forced to balance her identity as a black woman after she witnesses two corrupt cops committing murder.,movie
"https://m.media-amazon.com/images/M/MV5BMjkxOTc2M2ItODI4ZC00ZDVmLTg1ZGMtMDczNTYyNzg4Nzk3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR7,0,182,268_AL_.jpg","Action, Adventure, Drama",tt7374926,Proxima,6.3,2019,An astronaut prepares for a one-year mission aboard the International Space Station.,movie
"https://m.media-amazon.com/images/M/MV5BZDlkOGE4YTUtYWRlZS00YjFkLWE3NmUtNzNlNjdiZTk2NzdhXkEyXkFqcGdeQXVyNDY2MjcyOTQ@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Comedy, Crime",tt7339248,The Art of Self-Defense,6.6,2019,"After being attacked on the street, a young man enlists at a local dojo, led by a charismatic and mysterious sensei, in an effort to learn how to defend himself from future threats.",movie
"https://m.media-amazon.com/images/M/MV5BNjc1YTAwNDAtM2VhMS00MGNlLTg3NmEtZjgxZjY5NTkyODQ3XkEyXkFqcGdeQXVyNDg5OTMwMDE@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Drama",tt7288378,Lion Killer,6.4,2019,"A struggling Brazilian Jiu-Jitsu instructor and a domestic abuse survivor, grapple with their past while trying to learn how to love once again.",movie
"https://m.media-amazon.com/images/M/MV5BYTY0OGIxNDMtNzIwZi00NTFmLThhYzUtYzUzYzc5ZjYwMThjXkEyXkFqcGdeQXVyNzU3NjUxMzE@._V1_UY268_CR23,0,182,268_AL_.jpg","Action, Adventure, Animation",tt7167686,Reign of the Supermen,6.7,2019,"After the death of Superman, several new people present themselves as possible successors.",movie
"https://m.media-amazon.com/images/M/MV5BODg0MThjNGYtYjVkOC00OGM4LThmZmMtMDJmMmVlNGUyMWQyXkEyXkFqcGdeQXVyMTg1MzY1MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Drama",tt7042838,Semper Fi,6.1,2019,A police officer who serves in the Marine Corps Reserves is faced with an ethical dilemma when it comes to helping his brother in prison.,movie
"https://m.media-amazon.com/images/M/MV5BZTE5MzE4ODMtOTAyMS00YTI1LWJlOTEtNTg3NTQ4ZTQ4ZDM0XkEyXkFqcGdeQXVyMzA5MDU4ODg@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Adventure, Sci-Fi",tt7018506,Static: Dawn of the Meta-Breed,7.8,2019,"When the electromagnet super-powered hero known as, Static and his tech-savvy partner, Gear face off against the power-pulsing Boom, they also uncover a darker plan in the works by a most sinister of villains.",movie
"https://m.media-amazon.com/images/M/MV5BYWY5MmRlOWItNWRjNS00NTBjLTllYjItNWNjN2EyOTFiOWUxXkEyXkFqcGdeQXVyNzcyMDM3NjI@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Animation, War",tt7003350,Dajjal: The Slayer and His Followers,6.8,2019,The story of good and evil faith and Proxy wars for a world's dominating Kingdom where the world ruler will be the patriarch of an international worship places. Film is based on current ...,movie
"https://m.media-amazon.com/images/M/MV5BYzA5Y2Q2YjktZDYwMi00NTdmLThlMjctMmY5NDgwOWRhZDUxXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Drama, History",tt6924650,Midway,6.7,2019,"The story of the Battle of Midway, told by the leaders and the sailors who fought it.",movie
"https://m.media-amazon.com/images/M/MV5BNzU3ZTI1OTktNjVkNy00OWEzLWIyNzAtMWQ5YjRkZDU1ZjAxXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Comedy, Crime",tt6902676,Guns Akimbo,6.3,2019,A guy relies on his newly-acquired gladiator skills to save his ex-girlfriend from kidnappers.,movie
"https://m.media-amazon.com/images/M/MV5BZjk1ZDE0ZDMtYmIxOC00ZmIwLThiOWQtMDFmYjc5ZjQzYTNlXkEyXkFqcGdeQXVyNjIxMTQ4OTc@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Adventure, Family",tt6811018,The Kid Who Would Be King,6.1,2019,A band of kids embark on an epic quest to thwart a medieval menace.,movie
"https://m.media-amazon.com/images/M/MV5BOTIzYmUyMmEtMWQzNC00YzExLTk3MzYtZTUzYjMyMmRiYzIwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY268_CR1,0,182,268_AL_.jpg","Action, Adventure, Thriller",tt6806448,Fast & Furious Presents: Hobbs & Shaw,6.5,2019,"Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.",movie
"https://m.media-amazon.com/images/M/MV5BNzM5ZDUxMGQtNDMyNy00NzE2LWI5YjktNjQ5ZTdjM2Y0YWYzXkEyXkFqcGdeQXVyNzQyOTEyMjE@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Drama",tt6706682,I Am That Man,6.1,2019,Former Navy SEAL John Beckett is a warrior without a war. His struggle to adjust to family and civilian life reach a breaking point when his old friend and mentor is brutally beaten in a racially motivated attack.,movie
"https://m.media-amazon.com/images/M/MV5BOWExYzVlZDgtY2E1ZS00NTFjLWFmZWItZjI2NWY5ZWJiNTE4XkEyXkFqcGdeQXVyMTA3MTA4Mzgw._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Adventure, Sci-Fi",tt6450804,Terminator: Dark Fate,6.2,2019,"An augmented human and Sarah Connor must stop an advanced liquid Terminator from hunting down a young girl, whose fate is critical to the human race.",movie
"https://m.media-amazon.com/images/M/MV5BYjE4YzU1YWMtYzE3Zi00ZjViLWJjMmEtOTA1NWVkNGFlM2U5XkEyXkFqcGdeQXVyODE0OTU5Nzg@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Drama, Thriller",tt6436726,7500,6.3,2019,"When terrorists try to seize control of a Berlin-Paris flight, a soft-spoken young American co-pilot struggles to save the lives of the passengers and crew while forging a surprising connection with one of the hijackers.",movie
"https://m.media-amazon.com/images/M/MV5BMGZlNTY1ZWUtYTMzNC00ZjUyLWE0MjQtMTMxN2E3ODYxMWVmXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Adventure, Sci-Fi",tt6320628,Spider-Man: Far from Home,7.4,2019,"Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.",movie
"https://m.media-amazon.com/images/M/MV5BNmQ2NWMyZDgtNWQ5My00ZmQwLWE0MTQtN2ZiNjY2ODc0Y2YxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Crime, Drama",tt6259380,Code 8,6.1,2019,A super-powered construction worker falls in with a group of criminals in order to raise the funds to help his ill mother.,movie
"https://m.media-amazon.com/images/M/MV5BYjI2ZDgzMDEtZjc1ZC00NmMzLThjZmYtMGNkZWNkYmZjNWQ0XkEyXkFqcGdeQXVyNDYyNjUxNTc@._V1_UY268_CR2,0,182,268_AL_.jpg","Action, Adventure, Drama",tt6230896,Batman: Terror of Arkham,6.2,2019,"Set 2 years after 'Batman: The Shattered Cowl', Bruce Wayne has grown in strength, intelligence and numbers and gained the trust of the GCPD, but a new threat looms over Gotham City. The ...",movie
"https://m.media-amazon.com/images/M/MV5BNTgxNmY2MDAtM2QzYS00MmNmLTk2NWYtNDA1NzRiOGM4MzQwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Biography, Drama",tt6196936,The Kill Team,6.0,2019,A young American soldier in Afghanistan is disturbed by his commanding officer's behavior and is faced with a moral dilemma.,movie
"https://m.media-amazon.com/images/M/MV5BYmRmMWZhZGItYzA4MC00ZDYyLWE0OTMtYmM0MWRiN2Q4NGU2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Thriller",tt6189022,Angel Has Fallen,6.4,2019,Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.,movie
"https://m.media-amazon.com/images/M/MV5BMDg2YzI0ODctYjliMy00NTU0LTkxODYtYTNkNjQwMzVmOTcxXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Crime, Thriller",tt6146586,John Wick: Chapter 3 - Parabellum,7.4,2019,"John Wick is on the run after killing a member of the international assassins' guild, and with a $14 million price tag on his head, he is the target of hit men and women everywhere.",movie
"https://m.media-amazon.com/images/M/MV5BMmJkM2M0OTUtNGI3NC00ZTNiLWI4MDUtMGI5MzM1MmQyNTliXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Adventure, Drama",tt6141246,The Aeronauts,6.6,2019,A balloon pilot and a scientist find themselves in a fight for survival while attempting to make discoveries in a gas balloon in the 1860s.,movie
"https://m.media-amazon.com/images/M/MV5BYzI0N2MzNTMtNmRjZS00YWEzLWI4M2QtOTRlZTgxMmFkMzY0XkEyXkFqcGdeQXVyMjI3MTIzNzY@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Crime, Drama",tt6126244,Rise Against the Fall,6.8,2019,"Vince is a young boy when he witnesses his father murdered on stage at a political rally. 15 years later, he plots to infiltrate a dangerous arms dealer, and exact revenge on the men responsible for his father's death.",movie
"https://m.media-amazon.com/images/M/MV5BYzdkNGJhNzQtMjY1OC00MDI3LTk0ZDUtNzU0MGZiY2YwZGUxXkEyXkFqcGdeQXVyNzMxNjQxMTk@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Adventure, Animation",tt6095472,The Angry Birds Movie 2,6.4,2019,The flightless birds and scheming green pigs take their feud to the next level.,movie
"https://m.media-amazon.com/images/M/MV5BMTgyNjU0NTAxOV5BMl5BanBnXkFtZTgwNTc4MDIzNjM@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Horror, Sci-Fi",tt5968394,Captive State,6.0,2019,"Set in a Chicago neighborhood nearly a decade after an occupation by an extraterrestrial force, 'Captive State' explores the lives on both sides of the conflict - the collaborators and dissidents.",movie
"https://m.media-amazon.com/images/M/MV5BZTViMGFjZGMtN2M4Yy00ZDYwLWIzNDQtYTFhOTg2YjA2MmQyXkEyXkFqcGdeQXVyNTE1MDE2MzY@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, War",tt5951188,The Balkan Line,6.6,2019,"After the NATO bombing of Yugoslavia in 1999, the Yugoslav army pulls out of Kosovo region, leaving Serbian people at the mercy of the Albanian UCK terrorists. A small band of soldiers must take over the Slatina airport, and hold it until the Russian peacekeepers arrive.",movie
"https://m.media-amazon.com/images/M/MV5BMjQ2NDMwMTY3MF5BMl5BanBnXkFtZTgwNDg5OTc1NjM@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Adventure, Horror",tt5886046,Escape Room,6.4,2019,Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.,movie
"https://m.media-amazon.com/images/M/MV5BNDU4Mzc3NzE5NV5BMl5BanBnXkFtZTgwMzE1NzI1NzM@._V1_UX182_CR0,0,182,268_AL_.jpg","Action, Adventure, Comedy",tt5884052,Pokémon Detective Pikachu,6.5,2019,"In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective.",movie
